scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.3074128414727869,-0.5798352894183437,1.0928441854982,-0.0132303486713432,1.35982868199426,2.7315370965921,-0.707357349219652,0.873837002986613,-0.796130151062203,0.437706509544851,0.396769850129964,0.587438102569443,-0.149797562318275,0.295147816228881,-1.30382621882143,-0.317822831202345,-2.03673231037199,0.376090905274179,-0.300403501164595,0.433799615590844,-0.145082264348681,-0.240427548108996,0.0376030733329398,0.380026209630914,-0.167647427311511,0.0275573495476881,0.59211469704354,0.219695164116351,0.0369695108704894,0.010984441006191,0
1.3657514147977363,0.2112806776395399,-5.55212217135236,5.67813391258695,-9.77552798040134,8.41629539413803,-4.40984381923171,-1.50623535484733,-6.89983879692634,3.75044289681131,-3.8797925578861,-6.86416435989436,7.05106508958574,-10.1375291936462,2.81543981456255,-9.90916805374299,-0.262229551498562,-5.02255717747726,-8.52297487191683,-2.01293906157489,1.52573244095261,-0.0647801372282915,1.12847223060537,0.228484046768752,0.286257667302864,-0.536294098099933,-0.104924889157331,0.420919229293903,-0.297556884880609,-0.946184387308798,1
-0.2934395304967512,-0.4608724256628955,-1.47689343619361,2.12231379246165,-1.22946956041319,1.20184879823143,-0.343264387787516,-1.31770390932283,-1.52814215893659,-0.620953383361586,-1.21304032250238,-2.97526724837752,3.53221960237349,-3.68263987014104,-1.15477748628793,-5.16522922685485,-0.240091425455286,-2.40492728839102,-5.67173864053893,-0.99429395124741,-0.289935891439032,0.276893466308702,1.18603560532412,-0.0402148700651311,-0.238930086824211,0.110144325976026,0.0454183699836296,-0.56923231725429,0.481018701576887,-0.0475554426964208,1
0.3377349262907846,0.4715280959597739,2.16144460082456,-0.529466920907693,-2.48297487414585,-0.242002288257443,0.052634697339654,-1.7415784354524,0.565225696391376,-0.580032178561218,-0.678633435023903,0.915545933194289,-1.36568989751372,-1.11634901757037,-1.93332359854065,1.15473211119609,-0.0028857497965655,-2.48538596887465,0.306291703916794,1.00330303379656,-0.713760909382487,-0.730804443436336,-0.0656335824899301,0.324723592035061,-0.152714428337573,-0.099929833473503,0.628360066313453,0.133733194277574,-0.0686907241858284,-0.0787544436816236,0
1.376930063578565,0.6470353270127703,0.467991939825149,1.1001181155631,-5.60714499999017,2.20471352581391,-0.578538842835423,-0.174199760931247,-3.45420147180469,1.10282268929697,-1.06501551547524,-5.41603688884657,4.49792897288062,-5.01960988798824,-1.01969120130359,-7.91498900748283,0.669648023350281,-4.47201433366572,-5.8569977597527,-2.2431779037749,-0.17381402447058,0.589574721718141,0.983480729453912,0.899876105807612,-0.285103424654105,-1.92971710448514,0.319868526124677,0.170636428415686,0.851798305715368,0.372098282227753,1
0.7419828128274994,0.7530398618404821,-0.952062566492339,0.796351821193587,1.2290621243204,2.46207891922263,1.33777009882498,0.346903693612717,1.06626441471683,0.168470111278088,-1.73542288878067,0.509611644925138,-0.390019655554731,-0.0114509127792036,-0.474467540857295,0.103630636912036,-2.89741009839653,0.924215946391907,-1.13766202679632,0.229740514580302,-1.58015571393288,-0.026486119443568,0.244463618912819,0.491064469656531,-0.180572910359121,-0.358939223131568,0.283572792927509,-0.0046503858250651,0.0418421946639664,0.132509229801877,0
-0.3074128414727869,-0.5105675583594732,-10.6457996485752,5.9183066586857,-11.6710425949575,8.80736917876038,-7.97550136587277,-3.58680634405361,-13.6167970541448,6.42816934590602,-7.36845129274034,-12.8881582878915,6.85495311388866,-13.2116950297251,1.03561234332246,-13.7789556397675,1.04044835530024,-11.2903278082585,-20.5780220491922,-7.54782411219534,3.11847976563045,-0.0461701790327979,2.57196959291347,0.206809359357246,-1.66780140024191,0.558418754024331,-0.0278978765982558,0.354253781525514,0.273328726801416,-0.152908080809092,1
1.9981834695731155,-0.396127774057496,-0.886437206858963,0.366608324328331,1.22993806080789,-1.23785554174269,0.36376633337285,-0.0393535207555758,1.77975129546175,-0.177647891296262,-0.845802091106923,-0.690647569369455,1.19332901815387,0.0019392864312419,-1.01467021863063,0.49838647047157,-0.090524549527023,0.165948562111221,-0.545595297151306,-0.614411129383497,-0.188957761752579,0.282245345399648,-0.244433427952424,-0.983894001507845,0.154352155421855,-0.326142682317048,0.169216751659086,0.62147235502633,-0.302381507512405,-0.189969072322043,0
0.6705791937399567,-0.9349263971616208,-1.84870708688827,0.280349148660485,0.943547820389894,-1.63033929991989,-1.06313735988128,0.0982318771007879,-1.05212334652883,1.05423695208075,0.464683049936846,-0.475709610715603,-0.544183748531433,-3.74427899154097,1.24153874568266,1.54318522551113,0.120149591427487,1.85127755444391,0.88681755193217,-0.488033208043219,-0.640122254674897,0.122612955117541,0.303376373837926,0.806491906776254,-0.279439747241552,-0.81644310115473,0.204340452497694,-0.134463407588197,0.220872181706192,-0.0011738998471606,0
-0.1865437015300775,-0.1792314289406595,-0.590471722064666,1.08384324971349,1.80431579729827,0.851882029300126,0.0449191948208172,-0.439370149069392,0.596318480769984,0.0889036495304827,-0.547202281421509,-0.158977624446161,0.059738644635965,-0.0076694135999573,-0.277877377301679,0.355431788564705,1.45819500127609,-0.533681850691471,0.196928171204229,-0.605461299006402,0.0421140104439601,0.129550675022168,-0.126862168075218,-0.269090432793637,0.0346597861178616,0.345212660177951,-0.284427265132141,-0.545788847768969,0.393642117781126,0.195681904823737,0
5.1539160204010335,-0.0487552720309214,-1.89882231816973,-0.565511065525581,1.59858497460071,-1.06582799669105,-1.19933106139129,2.25955690889028,0.850772126151595,1.01678384282904,0.156791589642962,-2.04647444969827,-0.103132125617061,0.892185759689302,0.315407097724347,-0.331717671907171,0.166269164772954,-1.03865738160311,1.28057755483638,-2.41499511313309,-1.59344838008403,0.560120095084664,0.195974182363295,0.090598711103229,0.861190087901584,-0.90681229750488,-0.0305230485666819,1.24642618675271,-0.222313976976459,0.0026462258313394,0
-0.2132327254943058,0.8212854944254514,0.667713641374798,3.04150237620527,-5.84511195572955,5.9675870384467,0.213863332794167,-1.46292281110712,-2.68876058357809,0.677763512400754,-3.44759589638668,-4.70757080611204,4.90581986504193,-5.20837397192841,0.532498380473016,-10.5440113995705,-1.3074187011067,-2.1335934878907,-5.13308149079721,-1.06215078075411,-0.819371096333784,0.558424597641949,0.32976014592914,-0.941383471890008,-0.0060746623400234,-0.958925352213278,0.239297864946551,-0.0673556786513241,0.821047585911653,0.426175251596766,1
-0.3074128414727869,0.5761228397890013,1.17663267315551,3.14191813880044,-6.14044483643302,5.5218205893507,1.76851488910857,-1.72718569844821,-0.932428910444584,0.292796545267059,-3.15682655843537,-3.89824038104731,4.77672033006624,-4.15249885001879,-0.472990802974345,-10.2588514782991,-0.533455591604466,0.458138563036142,0.167601789076859,1.4043108943267,-1.87401526330162,0.329567972643983,0.1293716296303,-0.803020814325114,-0.0740983557012839,-0.0310844052836625,0.375366225335466,0.0658967838964971,0.488257738746484,0.325871630319106,1
-0.0069866554880178,0.3640432805836535,-2.87016833874143,-1.16544432790498,2.42305543306292,-0.134717103442265,-0.0654217532369635,0.685844632935143,-1.02208646084006,0.612925577563822,1.8406793732276,-0.746360402216546,-1.9915959895645,0.600434735217969,0.540461262379965,-1.66790956208837,-1.61623609403619,-0.0066486541187193,-0.0441010694911478,0.0481167528369863,0.421553538472131,-0.533949342219444,-0.183032094270964,0.653184489824094,0.155955514404495,0.710431551626366,0.692710157579444,0.837712038636338,-0.106057363991483,-0.229276353149476,0
0.1117864878082861,-0.6771931061220174,1.22106924581532,0.0851061803408457,0.155338044823609,0.334132278207698,-0.0504518024028057,-0.185679999052992,-0.0234796770913827,-0.0110158590797474,-0.156336955030699,0.0921845809068276,0.738285008870218,0.768814409054052,0.347313054886122,0.399241511733426,0.398994786424488,0.74555182008498,-0.971547762476483,0.232546271179818,0.473368578042337,-6.31857505524877e-05,-0.243377398043596,-0.801761590114782,-0.0026197621021028,-0.501681030948723,0.286196516173065,0.125501609145828,-0.0395031906012537,0.0052988192748638,0
-0.1388947111017955,0.448348782293025,2.04628148728526,-0.119154758909204,-1.67019277292028,0.694877371385834,0.339496994501382,-0.294408451839696,-0.0386080665937985,-0.0873013141432495,1.55575612952603,-0.816236437615033,-1.97657565214682,0.0775679867717734,-0.539320651262204,-1.47449277861044,-1.29585658199519,-0.306179229644782,0.880279466776499,-0.0331287884728001,0.887890142044809,-0.225884792171223,-0.486061234012859,-0.986399072558945,0.0915349173102807,-1.12286468620961,0.130818041727896,-0.437799412546206,0.026447981741024,-0.0333991636717594,0
